1.2939453 ,27.57721 ,4.458618 ,?
4.73938 ,12.606812 ,14.341736 ,?
2.3284912 ,0.12664795 ,11.746216 ,?
-0.6530762 ,5.1223755 ,8.502197 ,?
2.5512695 ,11.976624 ,5.57251 ,?
6.790161 ,14.1922 ,6.4056396 ,?
8.06427 ,13.067627 ,8.634949 ,?
6.6864014 ,15.658569 ,5.706787 ,?
2.1209717 ,12.710571 ,4.7576904 ,?
-3.9077759 ,10.458374 ,4.5913696 ,?
3.1723022 ,11.87439 ,5.9051514 ,?
8.11615 ,15.641785 ,5.7891846 ,?
10.630798 ,12.641907 ,10.548401 ,?
9.614563 ,15.556335 ,8.601379 ,?
3.9123535 ,15.267944 ,2.861023 ,?
-5.545044 ,15.080261 ,-1.2161255 ,?
-1.8585205 ,13.989258 ,1.2130737 ,?
6.083679 ,14.073181 ,4.5578003 ,?
8.995056 ,11.054993 ,9.533691 ,?
9.236145 ,10.543823 ,10.365295 ,?
5.7907104 ,15.556335 ,3.4103394 ,?
-0.49743652 ,15.505981 ,-1.5655518 ,?
-0.42877197 ,15.301514 ,-0.46691895 ,?
5.393982 ,14.141846 ,4.824829 ,?
6.7718506 ,11.175537 ,9.083557 ,?
8.047485 ,13.800049 ,9.317017 ,?
6.7718506 ,15.846252 ,4.5578003 ,?
-0.7904053 ,17.977905 ,1.8783569 ,?
-5.975342 ,16.221619 ,0.49743652 ,?
3.4820557 ,13.7161255 ,5.1071167 ,?
8.633423 ,14.108276 ,7.7529907 ,?
10.406494 ,10.203552 ,11.8637085 ,?
7.9086304 ,13.664246 ,9.184265 ,?
1.8447876 ,15.914917 ,3.4255981 ,?
-7.0602417 ,15.658569 ,0.41503906 ,?
0.07171631 ,12.760925 ,3.8085938 ,?
5.6869507 ,12.965393 ,6.6375732 ,?
7.2891235 ,12.402344 ,8.917236 ,?
7.2891235 ,13.7664795 ,8.485413 ,?
3.9993286 ,14.022827 ,4.774475 ,?
-3.2714844 ,12.249756 ,1.2802124 ,?
-1.789856 ,13.851929 ,-1.5487671 ,?
3.8787842 ,16.630554 ,0.8300781 ,?
7.5637817 ,15.403748 ,5.723572 ,?
8.477783 ,16.033936 ,7.637024 ,?
6.5490723 ,14.498901 ,5.3726196 ,?
0.3982544 ,15.67688 ,2.1621704 ,?
-3.4255981 ,16.290283 ,-0.13427734 ,?
2.7923584 ,14.227295 ,2.5115967 ,?
4.9804688 ,12.675476 ,5.8563232 ,?
6.375122 ,14.807129 ,5.1071167 ,?
6.289673 ,17.99469 ,2.3284912 ,?
1.6220093 ,15.795898 ,1.0131836 ,?
-2.6855469 ,15.420532 ,1.1795044 ,?
2.9647827 ,14.738464 ,2.5115967 ,?
6.617737 ,19.068909 ,2.6779175 ,?
8.598328 ,15.470886 ,7.885742 ,?
7.495117 ,14.346313 ,8.384705 ,?
3.843689 ,14.788818 ,3.8253784 ,?
-1.8920898 ,14.500427 ,2.3452759 ,?
0.55389404 ,12.760925 ,4.042053 ,?
5.6869507 ,14.022827 ,4.5410156 ,?
7.0480347 ,10.662842 ,7.885742 ,?
7.116699 ,10.86731 ,9.649658 ,?
5.0842285 ,14.414978 ,5.755615 ,?
-0.61798096 ,11.192322 ,4.208374 ,?
-1.4099121 ,12.283325 ,4.208374 ,?
3.6193848 ,12.863159 ,5.239868 ,?
8.563232 ,12.744141 ,8.618164 ,?
10.044861 ,11.924744 ,10.914612 ,?
7.3242188 ,14.414978 ,7.885742 ,?
1.260376 ,15.232849 ,1.4953613 ,?
-4.5455933 ,13.067627 ,-0.6500244 ,?
-0.9628296 ,14.500427 ,-0.28381348 ,?
5.239868 ,16.477966 ,2.2781372 ,?
7.9956055 ,14.63623 ,7.836914 ,?
7.5820923 ,14.840698 ,8.003235 ,?
3.4469604 ,15.011597 ,2.8442383 ,?
-2.357483 ,15.301514 ,0.53100586 ,?
-1.461792 ,14.857483 ,2.394104 ,?
3.6026 ,15.472412 ,2.5939941 ,?
7.2021484 ,15.829468 ,5.57251 ,?
8.184814 ,15.608215 ,8.018494 ,?
4.9453735 ,14.039612 ,4.35791 ,?
1.3122559 ,16.818237 ,2.909851 ,?
-3.1677246 ,16.375732 ,1.612854 ,?
3.5858154 ,13.818359 ,4.774475 ,?
7.0999146 ,12.316895 ,6.3720703 ,?
8.924866 ,10.237122 ,10.198975 ,?
10.235596 ,10.646057 ,10.298157 ,?
7.2021484 ,14.533997 ,5.0079346 ,?
-1.083374 ,12.266541 ,2.494812 ,?
-1.083374 ,11.857605 ,1.2969971 ,?
4.4815063 ,11.84082 ,5.1071167 ,?
9.976196 ,9.640503 ,9.817505 ,?
11.079407 ,10.049438 ,11.380005 ,?
7.926941 ,14.125061 ,8.36792 ,?
0.46691895 ,15.437317 ,2.0950317 ,?
-7.095337 ,15.386963 ,-2.1820068 ,?
0.77819824 ,12.77771 ,2.6611328 ,?
6.6345215 ,12.062073 ,6.954956 ,?
9.666443 ,11.31134 ,10.714722 ,?
9.20105 ,13.407898 ,9.733582 ,?
2.671814 ,14.414978 ,1.9287109 ,?
-3.1158447 ,14.448547 ,1.3290405 ,?
1.3290405 ,12.744141 ,4.6585083 ,?
6.0653687 ,15.727234 ,4.6417236 ,?
8.099365 ,14.704895 ,9.432983 ,?
8.598328 ,15.301514 ,9.117126 ,?
5.0491333 ,15.847778 ,3.1936646 ,?
-2.633667 ,14.24408 ,1.663208 ,?
-1.979065 ,13.597107 ,2.2613525 ,?
4.498291 ,13.25531 ,5.6900024 ,?
7.4783325 ,9.828186 ,9.999084 ,?
9.21936 ,10.151672 ,11.846924 ,?
8.01239 ,15.539551 ,7.119751 ,?
0.60424805 ,14.414978 ,2.8274536 ,?
-4.4418335 ,12.010193 ,1.7120361 ,?
2.0858765 ,11.413574 ,3.9260864 ,?
