-1.5611877 ,-5.3329163 ,7.5877686 ,0.4003296 ,0.5332184 ,0.998291 ,11.279297 ,20.874023 ,7.6568604 ,Correr
-2.2086487 ,-6.8420715 ,7.27594 ,0.27568054 ,0.5308075 ,0.45536804 ,7.5408936 ,20.141602 ,9.403992 ,Correr
-0.85183716 ,-5.518585 ,5.890564 ,0.43081665 ,1.1564026 ,-0.046218872 ,4.974365 ,19.169617 ,12.283325 ,Correr
-0.106781006 ,-5.599518 ,5.9191284 ,0.24630737 ,-0.81422424 ,-0.653656 ,5.2856445 ,22.20459 ,13.981628 ,Correr
2.4878235 ,-6.485016 ,5.3359375 ,1.2604218 ,-0.2670288 ,-0.07217407 ,7.008362 ,23.908997 ,14.047241 ,Correr
1.4880676 ,-6.1803284 ,4.7765503 ,-3.8436737 ,-0.938385 ,-1.114975 ,7.989502 ,27.029419 ,12.5 ,Correr
-0.23294067 ,-5.511444 ,4.845581 ,-1.7779388 ,0.12722778 ,-0.62609863 ,6.869507 ,19.885254 ,4.029846 ,Correr
-0.7018738 ,-5.0210876 ,5.312134 ,1.0946045 ,2.0287323 ,-4.2893677 ,9.57489 ,28.189087 ,6.742859 ,Correr
-1.1470032 ,-4.818756 ,6.6760864 ,-1.7069702 ,0.4397583 ,0.5615387 ,6.335449 ,35.45227 ,12.632751 ,Correr
-1.9253845 ,-4.6164246 ,8.56134 ,-0.35531616 ,-3.219345 ,2.9201508 ,7.4386597 ,26.176453 ,9.47113 ,Correr
-3.7201843 ,-6.1351013 ,13.924316 ,-1.3524628 ,0.8931732 ,-0.904129 ,8.230591 ,20.71991 ,2.2491455 ,Correr
-2.7870789 ,-5.0710754 ,11.839111 ,0.25126648 ,3.0917816 ,-3.4852295 ,8.937073 ,29.536438 ,9.355164 ,Correr
-1.1922302 ,-3.895172 ,8.280457 ,-1.9996796 ,-1.6843567 ,3.1288605 ,4.647827 ,30.71289 ,14.196777 ,Correr
-1.2874451 ,-4.133209 ,8.168579 ,1.0482483 ,-3.490387 ,0.562027 ,9.057617 ,22.050476 ,3.779602 ,Correr
-1.5207214 ,-4.573578 ,8.394714 ,-0.65904236 ,2.5166473 ,-1.9356079 ,9.385681 ,22.57843 ,-0.064086914 ,Correr
-1.3993225 ,-4.5569153 ,7.961487 ,0.5081482 ,3.0317535 ,-2.280243 ,7.611084 ,30.677795 ,11.135864 ,Correr
-1.6349792 ,-6.030365 ,8.513733 ,-1.9355927 ,-2.5878754 ,3.0842743 ,4.803467 ,30.114746 ,13.748169 ,Correr
-1.8920593 ,-6.3802795 ,7.006958 ,0.52711487 ,-2.8494568 ,0.3628235 ,9.126282 ,23.381042 ,4.7790527 ,Correr
-2.339569 ,-6.6183167 ,7.6401367 ,-0.85102844 ,3.1242523 ,-2.1000977 ,11.004639 ,23.704529 ,0.56915283 ,Correr
-2.6561584 ,-6.1351013 ,7.4401855 ,0.15844727 ,2.7637024 ,-1.0491791 ,6.715393 ,31.462097 ,13.032532 ,Correr
-2.9917908 ,-6.523102 ,8.311401 ,-1.3441315 ,-3.01091 ,3.0459747 ,4.5791626 ,28.155518 ,13.731384 ,Correr
-2.3443298 ,-5.523346 ,7.771057 ,0.42030334 ,-2.8847046 ,0.27619934 ,9.246826 ,22.476196 ,3.364563 ,Correr
-1.9896545 ,-5.594757 ,7.8876953 ,-0.72654724 ,3.463852 ,-2.4922638 ,10.314941 ,24.624634 ,0.6347656 ,Correr
-1.980133 ,-5.9375305 ,9.168335 ,1.2929535 ,2.2709808 ,-0.72158813 ,5.7495117 ,32.2464 ,12.89978 ,Correr
-1.8539734 ,-4.9544373 ,6.9522095 ,-1.6513214 ,-2.9534454 ,3.456665 ,6.663513 ,30.69458 ,11.71875 ,Correr
-2.5657043 ,-6.25412 ,8.478027 ,0.36956787 ,-1.2415771 ,0.40586853 ,9.591675 ,22.749329 ,3.263855 ,Correr
-2.4181213 ,-4.9949036 ,7.064087 ,-0.02772522 ,3.2407227 ,-3.66687 ,10.55603 ,25.98877 ,5.227661 ,Correr
-2.5680847 ,-5.93277 ,7.371155 ,-0.123809814 ,0.6576538 ,0.3650055 ,6.025696 ,35.350037 ,13.465881 ,Correr
-2.4109802 ,-5.242462 ,7.59729 ,-0.92222595 ,-2.9509277 ,2.6030273 ,7.3516846 ,28.819275 ,10.786438 ,Correr
-2.351471 ,-4.9163513 ,6.6832275 ,0.13238525 ,-1.3229065 ,0.48495483 ,9.797668 ,23.158264 ,1.3015747 ,Correr
-2.9179993 ,-4.702118 ,8.456604 ,0.43177795 ,3.294876 ,-3.2987366 ,10.470581 ,26.347351 ,3.88031 ,Correr
-3.2036438 ,-4.0379944 ,7.956726 ,-0.7349243 ,0.64868164 ,0.8931427 ,5.9051514 ,34.310913 ,13.381958 ,Correr
-3.3512268 ,-4.26651 ,8.397095 ,-0.82577515 ,-2.9809418 ,2.031372 ,6.852722 ,26.551819 ,9.870911 ,Correr
-3.1322327 ,-4.528351 ,8.36615 ,-0.70721436 ,-0.64956665 ,-0.3282013 ,10.090637 ,23.14148 ,0.8178711 ,Correr
-2.7608948 ,-4.9187317 ,6.8427124 ,0.5433502 ,3.871872 ,-3.086563 ,10.5911255 ,29.161072 ,5.9936523 ,Correr
-3.0941467 ,-5.93515 ,7.72583 ,-1.1175842 ,-0.67729187 ,2.135788 ,5.406189 ,32.99713 ,13.198853 ,Correr
-3.2226868 ,-4.2498474 ,6.3809204 ,0.017669678 ,-3.0382996 ,1.716919 ,7.9208374 ,24.847412 ,8.372498 ,Correr
