-0.8470764 ,1.8486633 ,8.356628 ,-2.6239471 ,-1.5018768 ,2.8108368 ,-13.591003 ,-8.880615 ,-5.1956177 ,?
-1.4040833 ,1.3535461 ,8.028137 ,-0.3743286 ,-0.5645447 ,1.2525024 ,-17.346191 ,9.535217 ,-2.067566 ,?
-2.2705383 ,0.7298889 ,7.4854126 ,0.33137512 ,0.74812317 ,-2.9892578 ,-17.707825 ,3.7200928 ,-2.017212 ,?
-8.359528 ,4.483734 ,5.904846 ,-0.49139404 ,-0.1977539 ,1.2046509 ,-14.556885 ,-7.9589844 ,-3.1326294 ,?
2.0188904 ,0.35379028 ,6.8807983 ,-1.1135712 ,-1.0305634 ,2.4199524 ,-17.829895 ,3.9413452 ,-1.0025024 ,?
2.7234802 ,-2.6811829 ,6.1690674 ,0.7234802 ,-0.3818512 ,-1.3330383 ,-15.693665 ,13.899231 ,2.2262573 ,?
0.25265503 ,-1.4862366 ,5.762024 ,0.55926514 ,1.0934448 ,-3.1764984 ,-15.812683 ,-0.8163452 ,2.3757935 ,?
-0.9875183 ,-0.33651733 ,8.11145 ,0.049819946 ,-0.7419586 ,-0.5521393 ,-8.647156 ,-13.774109 ,1.2771606 ,?
-2.6823425 ,1.8010559 ,8.11145 ,-0.5168152 ,-1.1680298 ,3.6998749 ,-11.730957 ,-6.4941406 ,2.4597168 ,?
-2.948944 ,4.4527893 ,9.125488 ,0.16011047 ,-0.44348145 ,-1.1924744 ,-14.883423 ,6.5841675 ,5.204773 ,?
-0.7970886 ,4.71463 ,10.468018 ,0.52967834 ,1.9884186 ,-1.8542175 ,-12.730408 ,-4.5166016 ,4.2892456 ,?
0.59542847 ,3.6506042 ,9.811035 ,-1.2624664 ,-1.3597107 ,1.5290985 ,-12.850952 ,-9.783936 ,-0.4196167 ,?
0.1645813 ,0.06576538 ,7.8567505 ,-0.010314941 ,-0.7686157 ,2.0946045 ,-14.505005 ,4.060364 ,3.9398193 ,?
-0.13296509 ,-0.9339905 ,8.335205 ,0.5064392 ,1.0385895 ,-2.1474762 ,-14.143372 ,7.318115 ,3.4240723 ,?
0.17410278 ,-2.816864 ,10.779846 ,0.3348999 ,0.95544434 ,-0.89212036 ,-15.779114 ,-4.3289185 ,-1.2527466 ,?
0.39071655 ,-4.4164734 ,11.934326 ,-0.9061432 ,-1.6765137 ,1.3560638 ,-13.781738 ,-7.192993 ,-0.45318604 ,?
0.26931763 ,-5.2757874 ,12.66272 ,1.9614258 ,-0.64086914 ,0.55818176 ,-15.107727 ,4.350281 ,3.8238525 ,?
0.2955017 ,-5.518585 ,14.021912 ,-0.63591003 ,0.438797 ,-2.8358765 ,-13.349915 ,-0.2532959 ,5.72052 ,?
0.49069214 ,-5.3591003 ,14.985962 ,-0.3053894 ,0.6940155 ,-0.7229309 ,-9.750366 ,-12.478638 ,1.1779785 ,?
0.78585815 ,-5.2638855 ,14.966919 ,-0.5500946 ,-2.0228424 ,3.3780518 ,-12.591553 ,-7.1762085 ,1.6601563 ,?
0.9477234 ,-5.087738 ,14.505127 ,1.0387878 ,-0.27230835 ,-1.5505066 ,-13.919067 ,5.050659 ,7.5683594 ,?
0.95010376 ,-4.863983 ,13.860046 ,0.26756287 ,1.2136078 ,-1.6769104 ,-11.679077 ,-6.237793 ,6.036377 ,?
0.7311096 ,-4.447418 ,13.076904 ,-1.3665009 ,-1.3088684 ,0.5316925 ,-8.682251 ,-12.854004 ,3.440857 ,?
0.44784546 ,-4.2117615 ,12.055725 ,0.55178833 ,-0.86543274 ,2.5721588 ,-12.522888 ,-3.390503 ,4.689026 ,?
-0.080596924 ,-4.092743 ,10.563232 ,-0.22175598 ,0.3814392 ,-2.3554382 ,-13.264465 ,2.4246216 ,6.867981 ,?
-0.8161316 ,-4.6283264 ,8.901733 ,0.4236145 ,1.7690277 ,-1.873764 ,-9.802246 ,-12.051392 ,2.5253296 ,?
-1.3493347 ,-5.768524 ,6.807007 ,-1.3190308 ,-1.7371216 ,2.5334473 ,-7.940674 ,-14.848328 ,-0.33721924 ,?
-1.5849915 ,-6.942047 ,4.38855 ,1.10672 ,-0.7371521 ,1.8584442 ,-14.935303 ,1.4175415 ,3.491211 ,?
-1.70401 ,-8.122711 ,2.3295288 ,-0.2988739 ,0.77311707 ,-2.7508545 ,-15.814209 ,3.7200928 ,3.6743164 ,?
-1.6516418 ,-9.055817 ,0.73706055 ,-0.106399536 ,1.1226044 ,-1.8589783 ,-9.870911 ,-12.904358 ,-0.33721924 ,?
-1.6111755 ,-9.531891 ,-0.42694092 ,-0.9375 ,-2.4683533 ,3.0567627 ,-10.025024 ,-11.250305 ,-2.3162842 ,?
-1.4969177 ,-9.372406 ,-1.2624512 ,1.2615967 ,-0.15161133 ,0.039016724 ,-14.021301 ,2.8671265 ,3.2073975 ,?
-1.306488 ,-8.813019 ,-1.8313599 ,0.15177917 ,1.291687 ,-2.2558289 ,-12.902832 ,-3.288269 ,2.1255493 ,?
-0.9327698 ,-8.006073 ,-1.7766113 ,-0.6255493 ,-0.27119446 ,-0.072021484 ,-9.561157 ,-11.746216 ,-1.9348145 ,?
-0.632843 ,-6.942047 ,-1.3648071 ,0.06526184 ,-1.6964264 ,2.6464539 ,-12.5061035 ,-4.260254 ,0.51116943 ,?
-0.43527222 ,-5.851837 ,-0.9125366 ,0.8192444 ,0.19947815 ,-1.3029633 ,-13.401794 ,5.5267334 ,6.1691284 ,?
-0.32339478 ,-4.747345 ,-0.4459839 ,0.6071167 ,1.5666199 ,-1.8783112 ,-12.368774 ,-5.555725 ,2.708435 ,?
-0.30673218 ,-3.9475403 ,-0.10083008 ,-1.2019043 ,-1.4962158 ,1.8256531 ,-11.714172 ,-9.750366 ,0.61187744 ,?
-0.36386108 ,-3.649994 ,0.34906006 ,0.92663574 ,-0.29960632 ,1.3207092 ,-15.641785 ,2.8671265 ,4.373169 ,?
-0.6280823 ,-3.830902 ,1.2488403 ,-0.020141602 ,0.79270935 ,-2.59523 ,-16.226196 ,2.355957 ,3.2745361 ,?
-1.030365 ,-4.7306824 ,2.0700684 ,0.31652832 ,0.41423035 ,-0.72340393 ,-10.731506 ,-10.484314 ,1.8600464 ,?
-1.4873962 ,-5.594757 ,2.222412 ,-1.5787964 ,-1.2094727 ,3.1623535 ,-13.952637 ,-6.0668945 ,0.37841797 ,?
-1.8158875 ,-6.3160095 ,2.3985596 ,0.59643555 ,-0.4295349 ,-0.18154907 ,-16.348267 ,7.76062 ,3.5568237 ,?
-2.0396423 ,-6.620697 ,2.881775 ,2.801712 ,1.2852783 ,-2.841217 ,-15.348816 ,-1.4129639 ,3.1570435 ,?
-2.3038635 ,-7.1181946 ,3.4030762 ,-1.1440735 ,-0.43263245 ,0.6448059 ,-11.265564 ,-9.170532 ,3.8726807 ,?
-2.5990295 ,-8.05368 ,3.5958862 ,-0.83421326 ,-0.45202637 ,2.6088562 ,-15.830994 ,0.9063721 ,2.8244019 ,?
-2.6942444 ,-8.803497 ,2.8532104 ,-0.021957397 ,0.19499207 ,-1.689621 ,-16.69159 ,7.897949 ,3.6239624 ,?
-2.7704163 ,-9.881805 ,2.389038 ,0.019378662 ,0.67019653 ,-1.8407593 ,-13.092041 ,-7.499695 ,1.5441895 ,?
-2.979889 ,-11.831329 ,2.7460938 ,-1.3323822 ,-1.7863617 ,2.1427307 ,-12.059021 ,-10.636902 ,0.37841797 ,?
-3.1679382 ,-13.688019 ,3.1721802 ,1.1982117 ,-0.41500854 ,1.0874329 ,-16.036987 ,3.463745 ,5.0216675 ,?
-3.198883 ,-17.015778 ,3.921997 ,-0.37438965 ,0.7437439 ,-2.4080963 ,-15.968323 ,3.088379 ,6.0531616 ,?
-3.7154236 ,-19.717499 ,4.6242065 ,1.3405304 ,1.1329651 ,-0.74594116 ,-12.04071 ,-9.90448 ,1.8600464 ,?
-4.4985657 ,-19.717499 ,5.333557 ,1.3781891 ,0.3703308 ,1.8204803 ,-14.694214 ,-4.072571 ,2.4261475 ,?
-5.0484314 ,-19.717499 ,5.9143677 ,0.65448 ,-0.30413818 ,0.041000366 ,-17.140198 ,5.8166504 ,0.3616333 ,?
-5.2745667 ,-19.717499 ,6.6522827 ,0.24015808 ,-0.27957153 ,-0.98039246 ,-15.50293 ,1.9119263 ,3.3081055 ,?
-4.5747375 ,-19.717499 ,7.7210693 ,-0.29171753 ,0.0423584 ,0.3945465 ,-14.332581 ,-1.940918 ,4.8049927 ,?
-2.8680115 ,-19.717499 ,8.17572 ,-0.54533386 ,0.5777588 ,1.5210876 ,-16.39862 ,4.571533 ,2.7755737 ,?
-0.73757935 ,-18.548737 ,8.373291 ,0.8071747 ,-0.21313477 ,-1.6023102 ,-17.106628 ,5.783081 ,0.5950928 ,?
1.3500061 ,-16.722992 ,8.209045 ,0.87184143 ,-0.13890076 ,-1.3323975 ,-14.453125 ,-3.868103 ,3.7567139 ,?
3.3971252 ,-15.416168 ,7.666321 ,0.7011566 ,-0.19439697 ,0.1053009 ,-12.316895 ,-5.3344727 ,7.484436 ,?
5.396637 ,-13.980804 ,7.8186646 ,-0.27046204 ,0.39564514 ,0.8713989 ,-13.987732 ,-1.3946533 ,6.9351196 ,?
7.191437 ,-12.216949 ,7.264038 ,-2.3364563 ,-0.25735474 ,-0.20579529 ,-13.883972 ,-2.0095825 ,6.402588 ,?
8.755341 ,-10.848236 ,6.2547607 ,-2.9432068 ,0.10682678 ,1.162674 ,-15.159607 ,-4.1915894 ,-1.7181396 ,?
10.388275 ,-10.067474 ,4.895569 ,-1.3735504 ,-1.5847015 ,1.5823364 ,-17.346191 ,4.827881 ,-1.7684937 ,?
11.38327 ,-10.212677 ,3.460205 ,0.7876282 ,0.33854675 ,-2.501175 ,-16.812134 ,6.8222046 ,2.1759033 ,?
11.759369 ,-10.305511 ,1.9439087 ,0.5081482 ,0.8068695 ,-0.95417786 ,-13.694763 ,-9.289551 ,-0.66986084 ,?
11.468964 ,-9.922272 ,1.1226807 ,-0.8783722 ,-1.0675201 ,1.0687866 ,-13.092041 ,-9.886169 ,-0.95214844 ,?
10.4739685 ,-8.663055 ,1.0488892 ,-0.30693054 ,-1.0331879 ,2.0323944 ,-15.641785 ,0.85601807 ,3.2745361 ,?
9.1719055 ,-6.8277893 ,1.43927 ,0.14712524 ,0.94177246 ,-1.7284546 ,-15.538025 ,5.5618286 ,5.570984 ,?
7.9460144 ,-5.125824 ,2.4699707 ,0.971817 ,1.2084808 ,-1.5759277 ,-14.31427 ,-6.9717407 ,-0.103759766 ,?
6.782013 ,-4.425995 ,3.55542 ,-1.0449524 ,-2.0961761 ,2.1038513 ,-12.574768 ,-8.930969 ,1.2771606 ,?
5.5918274 ,-4.966339 ,3.850586 ,0.8835449 ,-0.09991455 ,0.7486725 ,-14.108276 ,4.5547485 ,5.886841 ,?
4.6253967 ,-6.556427 ,3.4125977 ,0.19194031 ,1.167038 ,-2.4946594 ,-15.779114 ,0.44708252 ,3.3081055 ,?
4.042206 ,-8.253632 ,2.3914185 ,0.0033111572 ,0.11723328 ,-0.8116913 ,-11.627197 ,-10.824585 ,-0.83618164 ,?
3.6732483 ,-9.667572 ,1.7891846 ,-0.34939575 ,-1.7767487 ,2.938736 ,-13.195801 ,-7.0907593 ,2.2094727 ,?
3.1424255 ,-9.9913025 ,1.5083008 ,0.6432648 ,-0.24459839 ,-1.1069641 ,-14.831543 ,4.96521 ,6.0195923 ,?
2.663971 ,-9.3628845 ,1.5249634 ,0.3997345 ,1.9515686 ,-2.0437622 ,-12.765503 ,-5.6747437 ,3.590393 ,?
2.285492 ,-9.184357 ,2.6175537 ,-1.2696838 ,-1.6184082 ,0.9841919 ,-10.731506 ,-12.0529175 ,-0.3036499 ,?
2.009369 ,-9.769928 ,3.574463 ,0.8769226 ,-1.3859863 ,1.6246338 ,-12.971497 ,-1.9577026 ,4.788208 ,?
2.4354553 ,-11.295746 ,4.940796 ,-0.39131165 ,0.8503876 ,-2.1649323 ,-10.249329 ,1.4175415 ,8.94928 ,?
3.401886 ,-13.638031 ,5.2002563 ,-0.086257935 ,1.912735 ,-0.92581177 ,-9.90448 ,-10.75592 ,2.6916504 ,?
4.480194 ,-16.13742 ,4.1933594 ,-0.7940521 ,-2.0258942 ,2.3183289 ,-11.317444 ,-10.517883 ,-0.3692627 ,?
4.6063538 ,-18.50827 ,3.3197632 ,0.7082062 ,-0.5250244 ,0.9998932 ,-14.160156 ,3.617859 ,5.9036255 ,?
2.9734192 ,-19.717499 ,3.112671 ,0.40646362 ,1.371521 ,-2.4114075 ,-14.486694 ,1.826477 ,4.8553467 ,?
0.15505981 ,-19.717499 ,3.3007202 ,-0.61561584 ,-0.17692566 ,-0.033294678 ,-12.489319 ,-8.709717 ,0.5279541 ,?
-2.7513733 ,-19.717499 ,3.0507813 ,0.58847046 ,-1.3315582 ,1.9480133 ,-13.642883 ,-1.5655518 ,4.1397095 ,?
